;PT_ID;1926;X_COORD;Y_COORD;1927;1928;1929;1930;1931;1932;1933;1934;1935;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
38;40891418;1.0;-73.27486077960782;45.451492791592095;;0.0;;1.0;;1.0;;1.0;;;0.0;;;0.0;;1.0;0.0;;1.0;;;1.0;;1.0;;;;;;;;;1.0;;;1.0;0.0;;;;;1.0;0.0;;;;;0.0;1.0;;0.0;;;;;;;;;;1.0;;;;;;;;;;0.0;;;0.0;;;;1.0;0.0;;0.0;;1.0;;;;;0.0;;1.0
39;40891419;1.0;-73.27473295039131;45.45149086036322;;;0.0;;;;;1.0;;;;;;;;;;;;;0.0;;;;;1.0;;1.0;1.0;;;;1.0;;;;1.0;;;;;;;1.0;;1.0;1.0;;;;;;1.0;;;1.0;;;;1.0;;;;1.0;;;1.0;;;;;;;;1.0;;;;;;;;;;0.0;;;1.0;;
40;40892294;1.0;-73.29070898406628;45.45182112779979;;1.0;0.0;;;1.0;;1.0;;;;;;1.0;;1.0;;;;;0.0;;;;;1.0;;;;;;;1.0;;;;1.0;;;;;;0.0;1.0;;1.0;0.0;0.0;;;0.0;;0.0;;;;;;;;;;;;;;0.0;;;;;;;;1.0;;;;;;1.0;;;;;;;0.0;;
41;40892417;1.0;-73.27498586528723;45.45158469394292;;1.0;;;;1.0;;1.0;;;;;;0.0;;1.0;;;;;;;;;;;;;;;;;1.0;;;;1.0;;;;;1.0;0.0;;;0.0;;0.0;;;0.0;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;1.0;;1.0;;;;;;;0.0;;
42;40892418;1.0;-73.27485803585469;45.45158276285106;;1.0;0.0;;;1.0;;1.0;;;;;;;;;;;;;0.0;;;;;;;;;;;;1.0;;;;1.0;;;;;;0.0;1.0;;1.0;0.0;0.0;;;0.0;;;;;;;;;1.0;;;;1.0;;;;;;;;;;;1.0;;;;;;;;;;0.0;;;0.0;;
43;40892419;1.0;-73.2747302064351;45.45158083161619;;1.0;;;;1.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;40893421;0.0;-73.27447180325953;45.45166693995684;1.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;;;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;;;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;;;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
45;40894458;1.0;-73.269739365405;45.45168534395614;;;0.0;;;;1.0;1.0;;1.0;;;1.0;;;;;;;;0.0;;;;1.0;1.0;;1.0;1.0;;;;1.0;;;;1.0;;;;;;0.0;1.0;1.0;1.0;1.0;0.0;;1.0;0.0;1.0;0.0;;;1.0;;;;1.0;;;;1.0;;;0.0;1.0;;;;1.0;;;1.0;;;;;;;1.0;;;0.0;;;0.0;;
46;40895457;0.0;-73.26986444301282;45.451777251798596;;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;;0.0;;1.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;1.0;;0.0;;0.0
47;40895458;1.0;-73.2697366134905;45.45177531496906;;0.0;0.0;1.0;;0.0;0.0;1.0;;0.0;0.0;;0.0;0.0;;1.0;0.0;0.0;0.0;;0.0;1.0;;1.0;0.0;0.0;;0.0;0.0;0.0;;0.0;1.0;;;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;;0.0;;1.0;1.0;;0.0;0.0;0.0;1.0;0.0;;;;0.0;;;0.0;0.0;;;1.0;0.0;;0.0;0.0;1.0;;0.0;;;0.0;;1.0
48;40896456;0.0;-73.26998952102677;45.45186915950864;;0.0;0.0;1.0;;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;1.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;;;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;;1.0;0.0;0.0;;;1.0;0.0;;0.0;0.0;1.0;;0.0;;;0.0;;1.0
49;40896457;0.0;-73.26986169128838;45.45186722281605;;0.0;0.0;1.0;;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;1.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;;;0.0;0.0;;;1.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;1.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;;;;0.0;;1.0;0.0;0.0;;0.0;1.0;0.0;;0.0;0.0;1.0;;0.0;;;0.0;;1.0
50;40897293;1.0;-73.2908232230566;45.45227290118061;;0.0;;1.0;;1.0;;1.0;;;;;;0.0;;1.0;;;;;;1.0;;;;;;;;;;;1.0;;;1.0;1.0;;;;;1.0;0.0;;;;;0.0;;;0.0;;;;;;;;;;1.0;;;;;;;;;;1.0;;;0.0;;;;1.0;1.0;;0.0;;1.0;;;;;0.0;;
51;40897455;1.0;-73.27011459944684;45.45196106708621;;1.0;0.0;1.0;;1.0;0.0;1.0;;0.0;;;1.0;0.0;;1.0;;;;;0.0;;;;1.0;1.0;;0.0;0.0;;;;1.0;;;1.0;0.0;;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;;;1.0;;;;1.0;;;;1.0;;;0.0;;;;0.0;;;0.0;1.0;;;1.0;0.0;;0.0;0.0;1.0;;0.0;;;0.0;;
52;40897456;0.0;-73.26998676949238;45.451959130530554;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53;40898454;1.0;-73.27023967827303;45.452052974531306;;1.0;0.0;;;1.0;0.0;1.0;;0.0;;;1.0;0.0;;1.0;;;;;0.0;;;;1.0;1.0;;0.0;1.0;;;;1.0;;;;1.0;;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;1.0;0.0;;;1.0;;;;1.0;;;;1.0;;;0.0;;;;;;;;1.0;;;;;;0.0;0.0;;;0.0;;;0.0;;
54;40898455;1.0;-73.2701118481025;45.45205103811259;;0.0;0.0;1.0;;0.0;0.0;1.0;;0.0;0.0;;;0.0;;1.0;0.0;0.0;0.0;;0.0;1.0;;1.0;0.0;0.0;;0.0;0.0;0.0;;0.0;1.0;;;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;;0.0;;1.0;1.0;;0.0;0.0;0.0;;0.0;;;;0.0;;;0.0;0.0;;;1.0;0.0;;0.0;;1.0;;0.0;;;0.0;;1.0
55;40899422;1.0;-73.2743275059333;45.45220483565425;;0.0;0.0;;;1.0;;1.0;;;;;;0.0;;1.0;;;;;0.0;;;;;1.0;;;;;;;1.0;;;;0.0;;;;;1.0;0.0;0.0;;0.0;0.0;0.0;;;0.0;;;;;;;;;;;;;1.0;;;;;;;1.0;;;;1.0;;;;1.0;;0.0;;;;;;;0.0;;
56;40899454;1.0;-73.27023692711876;45.45214294556221;;1.0;0.0;;;1.0;0.0;1.0;;0.0;;;;0.0;;1.0;;;;;0.0;;;;1.0;1.0;;0.0;1.0;;;;1.0;;;;1.0;;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;;;1.0;;;;1.0;;;;1.0;;;0.0;;;;;;;;1.0;;;;;;0.0;;;;0.0;;;0.0;;
57;40899455;0.0;-73.27010909674514;45.452141009137485;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;;0.0;;0.0
58;40900414;1.0;-73.27534740966884;45.45231025656929;;0.0;;1.0;;1.0;;;;;;;;0.0;;1.0;;;1.0;;;1.0;;;;;;;;;;;;;;1.0;;;;;;1.0;0.0;;;;;0.0;1.0;;0.0;;;;;;;;;;1.0;;;;;;;;;;1.0;;;0.0;;;;1.0;1.0;;0.0;;1.0;;;;;;;
59;40900415;1.0;-73.27521957857289;45.45230832585818;;0.0;;1.0;;1.0;;;;;0.0;;;0.0;;1.0;0.0;;1.0;;;1.0;;1.0;;;;;;0.0;;;;;;1.0;;;;;;1.0;0.0;;;;;0.0;1.0;;0.0;;;;;;;;;;1.0;;;;;;;;;;1.0;;;0.0;;;;1.0;1.0;;0.0;;1.0;;;;;;;1.0
60;40900419;0.0;-73.27470825431867;45.45230060158385;;0.0;;;;0.0;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;0.0;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;40900420;1.0;-73.27458042328753;45.4522986701578;;1.0;0.0;;;1.0;;1.0;;;;;;;;;;;;;0.0;;;;;;;;1.0;;;;1.0;;;;1.0;;;;;;0.0;1.0;;1.0;0.0;0.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;0.0;;
62;40901414;1.0;-73.27534466661129;45.45240022783839;;1.0;0.0;;;1.0;;1.0;;;;;;1.0;;1.0;;;;;0.0;;;;;;;;;;;;1.0;;;;1.0;;;;;1.0;0.0;1.0;;0.0;0.0;0.0;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;1.0;;;;;;;0.0;;
63;40901416;1.0;-73.27508900402619;45.45239636626114;;0.0;;1.0;;1.0;;;;;;;;0.0;;1.0;;;1.0;;;1.0;;;;;;;;;;;;;;1.0;;;;;;1.0;0.0;;;;;0.0;1.0;;0.0;;;;;;;;;;1.0;;;;;;;;;;1.0;;;0.0;;;;1.0;1.0;;0.0;;1.0;;;;;;;
64;40901419;1.0;-73.27470551024577;45.45239057282283;;1.0;;1.0;;1.0;;1.0;;;;;;0.0;;1.0;;;;;;1.0;;;;;;;;;;;1.0;;;1.0;1.0;;;;;1.0;0.0;;;0.0;;0.0;;;0.0;;;;;;;;;;1.0;;;;;;;;;;1.0;;;;;;;;1.0;;1.0;;;;;;;0.0;;
65;40901420;1.0;-73.27457767901154;45.452388641390776;;1.0;;;;1.0;;1.0;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;1.0;;;;1.0;;;;;1.0;0.0;;;0.0;;0.0;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;1.0;;;;;;;0.0;;
